conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1703196898205872184,Sat Sep 16 23:59:19 +0000 2023,0,Bitcoin s Chain-Based Data Indicates Remarkable Growth and Potential Price Impact[Xeonbit Discussioin] https://t.co/b0CAse1mXc,1703196898205872184,,,en,Singapore,0,0,0,https://twitter.com/xeonbit/status/1703196898205872184,1060853751957909504,xeonbit
1703196604298133787,Sat Sep 16 23:58:08 +0000 2023,0,After the next Bitcoin halving next year this promising crypto could also ride the rising Bitcoin price in the long term. With that in mind Bitcoin BSC is an excellent long-term investment.,1703196604298133787,,,en,,0,0,0,https://twitter.com/jef777b/status/1703196604298133787,464025082,jef777b
1703196456281387346,Sat Sep 16 23:57:33 +0000 2023,1,$BTC Going up signal on a 15 minute chart! Price: \4058703.0 (2023/09/17 08:55) #Bitcoin #FX #BTC #crypto,1703196456281387346,,,en,,0,0,1,https://twitter.com/bitoco_in/status/1703196456281387346,1177988321168871424,bitoco_in
1703193404056957252,Sat Sep 16 23:45:25 +0000 2023,4,Next big move in bitcoin price will be:,1703193404056957252,,,en,"San Francisco, CA",0,2,0,https://twitter.com/dannydiekroeger/status/1703193404056957252,47155116,dannydiekroeger
1703039179490304193,Sat Sep 16 23:43:55 +0000 2023,1,@ScottinMarin @ironmanBTC @KobeissiLetter With real estate you are speculating on it increasing in value. It also has massive custodial cost With businesses you have a million variables that will dictate financial success Although Bitcoin has a volatile price any investor can be confident that the supply remains 21mil,1703193024132436479,,ScottinMarin,en,,0,0,0,https://twitter.com/Mosboss27/status/1703193024132436479,1434394782,Mosboss27
1703192849645531546,Sat Sep 16 23:43:13 +0000 2023,1,Bitcoin Price Prediction as BTC Climbs Above $26 500 Level Best Time to Buy? #bitcoinprice #BTC #bitcoinnews #cryptomarket https://t.co/zd5tavksvf,1703192849645531546,https://pbs.twimg.com/media/F6L0UxvXUAAIozf.jpg,,en,,0,0,0,https://twitter.com/DavoodFeizi/status/1703192849645531546,993918508697350144,DavoodFeizi
1703189657213644942,Sat Sep 16 23:30:32 +0000 2023,0,TATrader_Alan: RT @TATrader_Alan: #Bitcoin repeats this struggling price action with an expanding triangle. #BTC #Crypto https://t.co/HzA32h5ly7,1703189657213644942,https://pbs.twimg.com/media/F6JOM0MbEAAz3sO.jpg,,en,,0,0,0,https://twitter.com/Btcdaytrading/status/1703189657213644942,956431448,Btcdaytrading
1703189532412088537,Sat Sep 16 23:30:02 +0000 2023,0,Current Bitcoin Price: USD $26 527.76 GBP £22 166.38 Euro €25 841.91 #bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency,1703189532412088537,,,en,Everywhere,0,1,0,https://twitter.com/BitconBot/status/1703189532412088537,1349533110606716930,BitconBot
1703186934149828633,Sat Sep 16 23:19:43 +0000 2023,0,#Litecoin🇺🇸 is # 1 HEDGE against 🇸🇻#Bitcoin diminishing returns At $65 #Litecoin🇺🇸 is #1 STORE OF VALUE For each $1⬆️in price = 1.538 %⬆️purchasing power At 26 000 🇸🇻#Bitcoin is NOT For each $1⬆️ in price = 0.004%⬆️purchasing power #LTC $DOGE $XMR $BCH $ETH #BTC,1703186934149828633,,,en,,0,0,0,https://twitter.com/litecoin2142/status/1703186934149828633,1570329829429444609,litecoin2142
1703186349891727629,Sat Sep 16 23:17:24 +0000 2023,0,Regardless of price I think everyone who buys #Bitcoin before 2032 halving is early. Many changes starting 2030 world wide.,1703186349891727629,,,en,,0,0,0,https://twitter.com/aboller745/status/1703186349891727629,1693120332205309952,aboller745
1703185384426147996,Sat Sep 16 23:13:33 +0000 2023,0,Potential price surge after the 2023 halving of Bitcoin. https://t.co/EKf2lpcRC4,1703185384426147996,,,en,canada,0,0,0,https://twitter.com/walkerwebwealth/status/1703185384426147996,529320215,walkerwebwealth
1703147232361415155,Sat Sep 16 23:12:14 +0000 2023,3,@w_s_bitcoin I think I actually voted incorrectly. Assuming a conservative logarithmic growth (no inverse hyperbolic tangent Stock2FOMO price action) median US household income 25% tax rate 6% annual increase in cost of living... it seems 10.9 BTC is sufficient. https://t.co/cNMX0tLtM3,1703185052161487226,https://pbs.twimg.com/media/F6LtVSNWQAA2vmF.jpg,w_s_bitcoin,en,The Bitcoin Network,0,0,0,https://twitter.com/A_HODL_21m/status/1703185052161487226,3168072490,A_HODL_21m
1703184530369044800,Sat Sep 16 23:10:10 +0000 2023,0,Bitcoin price continues to move sideways with no directional bias in sight. While the weekly chartBitcoin price continues to move sideways with no directional bias in sight. While the weekly chart suggests a short-term pullback potential BTC fractal hints at a steep correction.,1703184530369044800,,,en,"Lagos, Nigeria",0,1,0,https://twitter.com/daddi_isi/status/1703184530369044800,1550921465964404739,daddi_isi
1703184119591543052,Sat Sep 16 23:08:32 +0000 2023,1, #Bitcoin Price Up 220 000% Since Jack Dorsey Called It 'Amazing' at $11 via @BitcoinMagazine #Cryptocurrency #Cryptocurrencies https://t.co/JMaBqkPZOJ,1703184119591543052,,,en,Moon,0,0,0,https://twitter.com/Crypto_B_Hub/status/1703184119591543052,733814559216140291,Crypto_B_Hub
1703183999873491128,Sat Sep 16 23:08:03 +0000 2023,0,#Bitcoin Price in last 3 hours: +0.08% change Resistance around $26 600 Support around $26 500 Last $BTC Price: $26 566 Follow real-time price &amp; news: https://t.co/tuoG8jDx54 #bitcoinprice https://t.co/WIGc7n8rrz,1703183999873491128,https://pbs.twimg.com/media/F6Ls0lAWsAAeD4T.jpg,,en,,0,0,0,https://twitter.com/BitcoinpriceL/status/1703183999873491128,1428062645165363205,BitcoinpriceL
1703183713909997813,Sat Sep 16 23:06:55 +0000 2023,0,Fear and Greed Index FEAR 43 #bitcoin Price: $26 557 $BTC #Cryptos #cryptocurrency #BTCUSDT https://t.co/HlCd1sglsz,1703183713909997813,https://pbs.twimg.com/media/F6LsjhtXMAI8hKF.png,,en,,0,0,0,https://twitter.com/Dr_Moonshow/status/1703183713909997813,1374812047700017156,Dr_Moonshow
1703158324525453778,Sat Sep 16 23:02:08 +0000 2023,2,@CryptoDaddy5000 @Chicago1Ray I know everyone is calling for lower prices but I'm just not seeing that.September has been the worst month usually for Bitcoin 24900 might be the lowest price you will ever see again.Anything can happen short-term but all the metrics and charts are leaning to the upside ,1703182509788287220,,CryptoDaddy5000,en,Minnesota USA ,0,1,0,https://twitter.com/JT84751583/status/1703182509788287220,1420795071012745219,JT84751583
1703135062898729188,Sat Sep 16 23:01:41 +0000 2023,2,@TheBTCTherapist @Goldi708 It s ok; everyone gets the price he deserves. It s never too late for learning about bitcoin and starting stacking the first Sats! ,1703182397695476006,,TheBTCTherapist,en,Deutschland,0,0,0,https://twitter.com/Kluckies_/status/1703182397695476006,1622660645098332167,Kluckies_
1703182383510364499,Sat Sep 16 23:01:38 +0000 2023,0,FTX estate granted approval to begin liquidating its substantial crypto assets including $1.2 billion in solana (SOL) tokens and 38 Bahamas properties after declaring bankruptcy. - The market reacts with caution triggering a dip in Bitcoin's price below $25 000. Concerns ,1703182383510364499,,,en,,0,1,2,https://twitter.com/NewsXhound/status/1703182383510364499,1049247296918093827,NewsXhound
1703182223309250886,Sat Sep 16 23:01:00 +0000 2023,0, Want to stay ahead in the crypto game? Get exclusive insights into Bitcoin's Q4 price performance and the new BTC derivative Bitcoin BSC! Don't miss out on this game-changing info: https://t.co/VcB0s3tbH2 #Bitcoin #Crypto #Blockchain ,1703182223309250886,,,en,united states,0,1,0,https://twitter.com/market_news_24/status/1703182223309250886,898078230028177412,market_news_24
1703181999480222149,Sat Sep 16 23:00:06 +0000 2023,351,Bitcoin Fear and Greed Index is 43 Neutral Current price: $26 573 https://t.co/v1HMLr0vBm,1703181999480222149,https://pbs.twimg.com/media/F6Lq_7ybMAAvfFs.png,,en,TURN 🔔 NOTIFICATIONS ON,2,16,50,https://twitter.com/BitcoinFear/status/1703181999480222149,1151046460688887808,BitcoinFear
1703181988427919393,Sat Sep 16 23:00:04 +0000 2023,0, Rising Gems in the last 8 hours: 1. $CHAT - ChatCoin 2. $GLEEC - Gleec Coin 3. $FRONT - Frontier #Bitcoin price change in the last 8 hours: 0.21% $BTC volume change in the last 8 hours: -8.97% #crypto ,1703181988427919393,,,en,Behind you! 🗡️,0,1,0,https://twitter.com/BlossomChief/status/1703181988427919393,1507766365121298432,BlossomChief
1703181981935161449,Sat Sep 16 23:00:02 +0000 2023,0,Current Bitcoin Price: USD $26 562.90 GBP £22 195.74 Euro €25 876.14 #bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency,1703181981935161449,,,en,Everywhere,0,2,0,https://twitter.com/BitconBot/status/1703181981935161449,1349533110606716930,BitconBot
1703181607136620732,Sat Sep 16 22:58:33 +0000 2023,1,$BTC A big chance in a billion! Price: \4054440.0 (2023/09/17 07:56) #Bitcoin #FX #BTC #crypto,1703181607136620732,,,en,,0,0,2,https://twitter.com/bitoco_in/status/1703181607136620732,1177988321168871424,bitoco_in
1702805886987534625,Sat Sep 16 22:57:25 +0000 2023,0,@BitcoinNewsCom Yes the higher the price of gold the faster they mine it. In April #Bitcoin becomes scarcer than gold and scarcer than @PeterSchiff s IQ.,1703181320762061266,,BitcoinNewsCom,en,"Poplar Bluff, MO",0,0,0,https://twitter.com/Shawan4Freedom/status/1703181320762061266,51012869,Shawan4Freedom
1703180308109991982,Sat Sep 16 22:53:23 +0000 2023,1,The merge had less of an impact on price of ethereum than most expected. Meanwhile bitcoin halving usually lead to new all time high for price,1703180308109991982,,,en,,0,1,1,https://twitter.com/CryptoChrisG/status/1703180308109991982,2598834794,CryptoChrisG
