"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1656448954005946368","Wed May 10 23:59:40 +0000 2023","0","Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/e8PwSSqLuP","1656448954005946368","https://pbs.twimg.com/media/FvzjiuQWYAAg-7B.png","","en","","0","0","0","https://twitter.com/WorldCoinIndex/status/1656448954005946368","2395138046","WorldCoinIndex"
"1656447783627259909","Wed May 10 23:55:01 +0000 2023","1","#BALUSDT #BAL Signal #16 Last Signal: 2119 mins ago Before: 5.73900000 After: 5.63600000 (-1.79%) Volume Chng: 40 858 USDT (5.24%) Daily Price Chng: (-1.73%) Volume: 820 026 USDT PRO ️ https://t.co/1EgdzYf2ot #Crypto #Bitcoin #BTC #ETH","1656447783627259909","","","en","İstanbul","0","0","0","https://twitter.com/whalesradar_com/status/1656447783627259909","101505069","whalesradar_com"
"1656447602873847810","Wed May 10 23:54:18 +0000 2023","0","- BTC price: $27 672 / £23 122 36.14 Naks per USD 43.25 Naks per GBP A #Nak is a millionth of a #Bitcoin. A #Sat is one hundred millionth. If a Sat is a cent a Nak is a dollar! #Bitcoinprice 11/05/2023 00:54:14 GMT https://t.co/TifT9WUTMK","1656447602873847810","https://pbs.twimg.com/media/E18Ww1SXIAEF0mb.jpg","","en","","0","0","0","https://twitter.com/weeblueghost/status/1656447602873847810","1317380967393353733","weeblueghost"
"1656436614359310337","Wed May 10 23:52:43 +0000 2023","47","@HodlMagoo The same way you're doing with this tweet in hope bitcoin goes down because you missed the bottom? He has as much sway on bitcoin price as you do...none","1656447206205931524","","HodlMagoo","en","","0","4","0","https://twitter.com/BitcoinHornet/status/1656447206205931524","15641905","BitcoinHornet"
"1656446527559159809","Wed May 10 23:50:02 +0000 2023","1","$27631.10 | €25173.89 | ¥172521.27 | £21904.79 #bitcoinprice #cryptocurrency #bitcoin","1656446527559159809","","","und","","0","0","0","https://twitter.com/Bitcoin10min/status/1656446527559159809","2296472342","Bitcoin10min"
"1656446056547090432","Wed May 10 23:48:09 +0000 2023","0","PayPal holds more than 100 billion yen in cryptocurrencies as BTC price rises https://t.co/bkUqV08vnY","1656446056547090432","","","en","Japan / USA","0","0","0","https://twitter.com/Bitcoin_Win/status/1656446056547090432","1420795609","Bitcoin_Win"
"1656422239724527616","Wed May 10 23:46:57 +0000 2023","84","@s_michaelsteele Selling 40k bitcoin wouldn t push price to 10k lol 800k btc volume per day","1656445754561511424","","s_michaelsteele","en","","0","5","2","https://twitter.com/stevexyze/status/1656445754561511424","1453164856484446208","stevexyze"
"1656445272287846400","Wed May 10 23:45:02 +0000 2023","0","#Bitcoin $BTC Price: $27 632.45 Areas of Support Hold Above: $26 230.94 Trends Near: DN Short: DN Medium: DN Long: UP Levels of interest Short: $26 606.53 Med: $35 069.60 Long: $68 672.61","1656445272287846400","","","en","","0","1","0","https://twitter.com/DCA_Cryptoz/status/1656445272287846400","1208621831328018432","DCA_Cryptoz"
"1656445249928015873","Wed May 10 23:44:57 +0000 2023","0","Bitcoin BTC Price Holds Near $29K as Investors Weigh Rate Increases Banking Contagion - https://t.co/rx7qKB6786 $BTC #crypto #news #markets","1656445249928015873","","","en","","0","0","0","https://twitter.com/Holden__sol/status/1656445249928015873","1531985877034934272","Holden__sol"
"1656325104706396165","Wed May 10 23:43:46 +0000 2023","0","@GrahamAllen_1 The are all corrupt!! They are incentivised to be that way due to a broken global financial system. Opt out of the shitshow by studying and learning about #Bitcoin ASAP! Must reads: - Creature from Jekyll Island - Price of Tomorrow @JeffBooth #prohumanity ️️","1656444951411179521","","GrahamAllen_1","en","Long Jetty, Central Coast","0","0","0","https://twitter.com/nathanhealey80/status/1656444951411179521","922207676","nathanhealey80"
"1656444648171380736","Wed May 10 23:42:34 +0000 2023","0","BITCOIN PRICE PREDICTION PRICE : RISE⤴ in 60 min. BUY 0.181 BTC for $27 607.48 apiece on Binance Target price : $28 159.63 Amount: $4 997 #Bitcoin #BTC #Binance https://t.co/aflTGzVc9E https://t.co/LYLnMO2hNN","1656444648171380736","https://pbs.twimg.com/media/FvzfoQoaYAI7HGr.jpg","","en","","1","1","0","https://twitter.com/cryptojohnsmith/status/1656444648171380736","1264448654212919296","cryptojohnsmith"
"1656444303206432779","Wed May 10 23:41:11 +0000 2023","0","- BTC price: $27 651 / £23 105 36.16 Naks per USD 43.28 Naks per GBP A #Nak is one millionth of a #Bitcoin so it is 100 #Sats. If a Sats are cents Naks are dollars! #SatoshiNakamoto 11/05/2023 00:41:10 GMT https://t.co/TifT9WUTMK","1656444303206432779","https://pbs.twimg.com/media/E18Ww1SXIAEF0mb.jpg","","en","","0","0","0","https://twitter.com/weeblueghost/status/1656444303206432779","1317380967393353733","weeblueghost"
"1656444183966810115","Wed May 10 23:40:43 +0000 2023","10","Coins for next bull run in 2024 are - Todays price $ETH - 1800 $BTC - 27000 $BNB - 300 $ARB - 1.17 $PEPE - 0.00000189 $TURBO - 0.0010 $RNDR - 1.7 $RDNT - 0.3 $APE - 3.3 @RemindMe_OfThis in 1 year. #crypto #memecoin #bitcoin #Metaverse #altcoins End.","1656444183966810115","","","en","Behind You","1","6","3","https://twitter.com/icanfly2_nft/status/1656444183966810115","901408820097818624","icanfly2_nft"
"1656444012868390914","Wed May 10 23:40:02 +0000 2023","1","$27655.53 | €25196.34 | ¥172521.27 | £21904.04 #bitcoinprice #cryptocurrency #bitcoin","1656444012868390914","","","und","","0","0","0","https://twitter.com/Bitcoin10min/status/1656444012868390914","2296472342","Bitcoin10min"
"1656443706017292290","Wed May 10 23:38:49 +0000 2023","1","1: Bitcoin price is $27623.52 (0.22% 1h) 2: Ethereum price is $1840.31 (0.20% 1h) 3: Tether price is $1.00 (0.00% 1h) 4: BNB price is $314.58 (-0.08% 1h) 5: USD Coin price is $1.00 (0.00% 1h) 8: Dogecoin price is $0.07 (0.09% 1h)","1656443706017292290","","","en","United States","0","1","0","https://twitter.com/TickerTop/status/1656443706017292290","960864046282133504","TickerTop"
"1656443643438452736","Wed May 10 23:38:34 +0000 2023","1","Yes my friends #bitcoin is going to eat everything how long? It does not matter when real regulation hits the markets you will see... There is bitcoin (commodity) then there is everything else (security).. Even for #eth and #bnb people will price this in.... Learn to play...","1656443643438452736","","","en","Mexico","0","0","0","https://twitter.com/stamatiosebas/status/1656443643438452736","19398617","stamatiosebas"
"1656443029941796864","Wed May 10 23:36:08 +0000 2023","0","$BTC Going up signal on a 30 minute chart! Price: \4049000.0 (2023/05/11 08:31) #Bitcoin #FX #BTC #crypto","1656443029941796864","","","en","","0","0","0","https://twitter.com/bitoco_in/status/1656443029941796864","1177988321168871424","bitoco_in"
"1656442558661181441","Wed May 10 23:34:53 +0000 2023","2","◘: In a Form 10-Q financial disclosure Paypal revealed that company has approximately $1 billion in #Bitcoin holdings. ◘: #Milady #NFTs' price nearly doubled as a result of Elon Musk's unexpected shilling.","1656442718481002499","","thebullsjournal","en","","0","1","0","https://twitter.com/thebullsjournal/status/1656442718481002499","1622308829915496454","thebullsjournal"
