conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1756822015062036507,Sun Feb 11 23:26:23 +0000 2024,0,Bitcoin's Bright Future: Crypto Analyst Predicts $180 000 Price By 2025 Based On 'Beautiful' Patterns https://t.co/8B3WeWgenI,1756822015062036507,,,en,Japan / USA,0,2,0,https://twitter.com/Bitcoin_Win/status/1756822015062036507,1420795609,Bitcoin_Win
1756703869030007047,Sun Feb 11 23:25:29 +0000 2024,0,@hyper_deflation Again I don't think people shouldn't value Bitcoin. I just think in a free market there wouldn't ultimately be any demand for it. The vast majority of current demand comes from price speculators people to whom properties of Bitcoin don't matter only price does.,1756821788397346898,,hyper_deflation,en,,0,2,0,https://twitter.com/MattStirner/status/1756821788397346898,1229845145731858432,MattStirner
1756821675218554942,Sun Feb 11 23:25:02 +0000 2024,0,Bitcoin Weekly Close In 3hrs If BTC Closes weekly Above $48k This Will Easily Send Bitcoin price to $50k - $55k Or Even Face melting Melting Rally To $58k - $64k. Your only job today is to Pray For Bitcoin To Close Above $48k. MASSIVE BULL MARKET IS LOADING ,1756821675218554942,,,en,"Sydney, Australia",0,1,0,https://twitter.com/natewaterscrypt/status/1756821675218554942,1354564261712863233,natewaterscrypt
1756821297160446309,Sun Feb 11 23:23:32 +0000 2024,1,The Wolf Of All Streets predicts that the upcoming #Bitcoin halving could escalate its price while #monero faced a 32% market decline.,1756821297160446309,,,en,CryptoKingsAL,0,2,1,https://twitter.com/CryptoKingsAL/status/1756821297160446309,1634723428203675650,CryptoKingsAL
1756821036983636186,Sun Feb 11 23:22:30 +0000 2024,1,Bitcoin Price Prediction: Crypto Whales Make $6.2 Billion Bet Where Will Bitcoin Go Next? #Bitcoin #BTC #Crypto #eth #stockmarket #stocks #news #today #finance #business https://t.co/5HwGySHUKJ,1756821036983636186,,,en,united states,0,1,0,https://twitter.com/market_news_24/status/1756821036983636186,898078230028177412,market_news_24
1756717347576897754,Sun Feb 11 23:19:37 +0000 2024,0,@HodlMagoo using this i got a price of $1.7M per coin. In Python the formula would be: us_debt = # (the current U.S. debt figure) bitcoin_circulating_supply = # (the current circulating supply of Bitcoin) bitcoin_price_based_on_us_debt = us_debt / bitcoin_circulating_supply,1756820314137166039,,HodlMagoo,en,Worldwide,0,0,0,https://twitter.com/xbt_club/status/1756820314137166039,1415453517347794948,xbt_club
1756815186164424854,Sun Feb 11 23:18:49 +0000 2024,1,@rajatsonifnance That interest meant nothing to price. It will translate into greater FOMO though when bitcoin increases $20 000 in a week.,1756820113431330998,,rajatsonifnance,en,Canada,0,1,0,https://twitter.com/x_ebitda/status/1756820113431330998,1578888718563377153,x_ebitda
1756819220216655984,Sun Feb 11 23:16:17 +0000 2024,0,a significant transfer of BTC from retail to institutional investors (Wall Street) is observed. Rally Anticipation: As retail selling diminishes the potential for a sharp rally in Bitcoin price increases.,1756819473292566587,,kyle____chasse,en,,0,1,0,https://twitter.com/kyle____chasse/status/1756819473292566587,19314329,kyle____chasse
1756819220216655984,Sun Feb 11 23:16:03 +0000 2024,0, Ongoing Buying Trend: Despite being 10 days into the launch of new ETFs the buying rate hasn't slowed down. The rate of acquisition is steady at about 10 000 BTC per day. Impact of Sustained Low Prices: With Bitcoin's price remaining low ,1756819416916840506,,kyle____chasse,en,,0,1,0,https://twitter.com/kyle____chasse/status/1756819416916840506,19314329,kyle____chasse
1756819401830203789,Sun Feb 11 23:16:00 +0000 2024,0,Time for $Bitcoin price to fall to its closing price on Friday market close. Was a good weekend.,1756819401830203789,,,en,1980's,0,3,0,https://twitter.com/HODL_Disaster/status/1756819401830203789,221914817,HODL_Disaster
