conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1751429406562697610,Sun Jan 28 23:58:20 +0000 2024,0,@Kluckies_ Was poison till the etf thing. Now they control n dictate price of it. Bitcoin is dead. Some just don't know it yet.,1751756624841388184,,Kluckies_,en,,0,2,0,https://twitter.com/TraynorRegen/status/1751756624841388184,876657285912834049,TraynorRegen
1751756401876324537,Sun Jan 28 23:57:27 +0000 2024,0,1️⃣ $BTC saw significant sell-off by Grayscale after the approval of the Bitcoin ETF which prompted investors to quickly cash out affecting BTC's price. $ETH saw an 8% loss with its decline attributed to the SEC's delay while $SOL rebounded.,1751756403671527444,,coinpasar_,en,Singapore,0,2,0,https://twitter.com/coinpasar_/status/1751756403671527444,1419843049190871040,coinpasar_
1751755956990497113,Sun Jan 28 23:55:40 +0000 2024,0,My #bitcoin price prediction for the upcoming crypto bull run is revealed in the video Sign-up for Mexc to trade crypto here https://t.co/mcA02uJrPs #crypto #btc #Bitcoin #BitcoinETF https://t.co/cXpntpbciX,1751755956990497113,https://pbs.twimg.com/ext_tw_video_thumb/1751755817760481281/pu/img/VnOIjBayFnSfrq57.jpg,,en,,0,1,0,https://twitter.com/cryptotalkchat/status/1751755956990497113,1692377746318782464,cryptotalkchat
1751755537056710769,Sun Jan 28 23:54:00 +0000 2024,0,How Bitcoin Price Will React As Grayscale's Sell-Off Slows Down - https://t.co/Ic2aGGOXZJ,1751755537056710769,,,en,,0,2,0,https://twitter.com/CryptoKingdomZ/status/1751755537056710769,3227026011,CryptoKingdomZ
1749997955614937206,Sun Jan 28 23:51:38 +0000 2024,0,@KlohsN35785 Bitcoin's price continues to drop causing concern among investors.,1751754941629411663,,KlohsN35785,en,,0,3,0,https://twitter.com/KenMuskVN/status/1751754941629411663,1727698980451303424,KenMuskVN
1751754288697835991,Sun Jan 28 23:49:03 +0000 2024,0, $Bitcoin Price Explosion! Uptrend Continuation or Lower High Trap? Analyzing the Current Market! $Crypto $BTC https://t.co/PVkJRVr5bj,1751754288697835991,,,en,New York,0,1,0,https://twitter.com/swingtradepros1/status/1751754288697835991,1395938278390571009,swingtradepros1
1751754173425815694,Sun Jan 28 23:48:35 +0000 2024,0,(Bitcoin Price Surge to $42k Analyst John Bollinger Predicts End of Sell the News Event) has been published on Scoop - https://t.co/ZgMuhnZcpI,1751754173425815694,,,en,United States,0,1,0,https://twitter.com/LoganFreef85879/status/1751754173425815694,1689345611189927936,LoganFreef85879
1751753310233886873,Sun Jan 28 23:45:09 +0000 2024,0,Bitcoin's price range sparks interest in SOL AVAX RNDR and SUI published 28 Jan 2024 #Bitcoin https://t.co/JtNM2cAuS8,1751753310233886873,,,en,"Perth, Western Australia",0,3,0,https://twitter.com/Crypto_on_Grafa/status/1751753310233886873,1592111033497239552,Crypto_on_Grafa
1751752661089550724,Sun Jan 28 23:42:35 +0000 2024,2,Web3 News: Bitcoin Whales Have Been Buying Every Dip BTC Price Recovers to $40 000 - #BBTF #Web3 #Mprotocol #DeFi https://t.co/HpP0LR7ayM,1751752661089550724,,,en,"Pleasant Grove, Utah",0,2,0,https://twitter.com/TheTokenView/status/1751752661089550724,1638237539369623553,TheTokenView
1751263973566034062,Sun Jan 28 23:41:55 +0000 2024,0,@Loster Yes it's all down the US anyway. I believe Bitcoin principles are great - just that I can't see it be accepted by the establishment other than a speculative asset (which what the spot ETFs are all about). But I do believe the price will anyway continue to rise.,1751752496999989461,,Loster,en,,0,2,0,https://twitter.com/TerraCheck/status/1751752496999989461,1529476921423286272,TerraCheck
1751752486690439329,Sun Jan 28 23:41:53 +0000 2024,0,#BTC price $42022 Daily Data: -0.23% RSI: 50 Moving Average 20/50/100: 42330/42829/39852 Bollinger Bands: 38385/46276 Weekly: Since Monday: +1.06% RSI: 67 MA 20/50/100: 36346/31032/28022 BB: 23766/48925 #Crypto #Bitcoin #Live (1/14) 515760,1751752486690439329,,,en,Paris,0,1,0,https://twitter.com/LivePriceCrypto/status/1751752486690439329,1501922448324927500,LivePriceCrypto
