conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1740457493237473498,Thu Dec 28 23:39:24 +0000 2023,3,@darrynecg @rajatsonifnance You will buy #Bitcoin at the price you ll deserve.,1740517839654748373,,darrynecg,en,"São Paulo, Brasil",0,0,0,https://twitter.com/gustavo22058226/status/1740517839654748373,1376156925948203017,gustavo22058226
1740425031879123394,Thu Dec 28 23:38:17 +0000 2023,0,@BayoAloks @KingPepeETH @aidenfknrich Sir not sure how long you have been in crypto I m going to need to just to sit back for atleast 30-60 days with a health bitcoin and sol price you shall see sheesh / sol do very well :) These new launches take time along with the listings take easily 2-4 weeks to get ,1740517556312478162,,solodololoner14,en,"New Jersey, USA",0,0,0,https://twitter.com/Shiba_King1991/status/1740517556312478162,1130811596744351744,Shiba_King1991
1740517398959296921,Thu Dec 28 23:37:39 +0000 2023,0,CryptoQuant predicts a potential sell the news event with the highly anticipated spot Bitcoin ETF launch causing a price drop as low as $32 000. SEC approval odds are at 90% by 2024. Traditional investors could benefit. #Bitcoin #ETF #CryptoQuant @decryptmedia,1740517398959296921,,,en,,0,1,0,https://twitter.com/SharpeSignals/status/1740517398959296921,1727906950434684928,SharpeSignals
1740517278872186891,Thu Dec 28 23:37:11 +0000 2023,17,Saw this amusing post earlier! FTX plans to pay back customers crypto but at the price they were when they went bankrupt #Bitcoin was 16k #Ethereum was 1.2k #Solana was $16 $SOL $BTC $ETH https://t.co/tEvieotXdH,1740517278872186891,https://pbs.twimg.com/media/GCePPSiXwAAwVyY.jpg,,en,,0,12,2,https://twitter.com/bruiserscalls/status/1740517278872186891,1514334041180364803,bruiserscalls
1740387511824707842,Thu Dec 28 23:37:01 +0000 2023,0,@Rouge_Crypto The price of Bitcoin increases as more investors come in because the mining rates reduce after halving and there's less Bitcoin to be mined by miners,1740517239865168223,,Rouge_Crypto,en,,0,0,0,https://twitter.com/CryptoCypher98/status/1740517239865168223,1647338983397916675,CryptoCypher98
1740500703100187090,Thu Dec 28 23:36:37 +0000 2023,2,@EricBalchunas Did they finally address how Tether counterfeits USD to artificially manipulate the bitcoin price?? How do they plan to stop this ongoing fraud? @Bitfinexed @ParrotCapital,1740517139596083577,,EricBalchunas,en,USA and Germany,0,3,0,https://twitter.com/Econ101_author/status/1740517139596083577,1593943843891826689,Econ101_author
1740517017340592361,Thu Dec 28 23:36:08 +0000 2023,0,Business intelligence firm MicroStrategy led by billionaire Bitcoin proponent Michael Saylor reveals in a filing with the U.S. Securities and Exchange Commission (SEC) acquiring 2 395 Bitcoin (BTC) between Nov. 1 and Dec. 21 at an average price of $17 181 for a total of $42.8M. https://t.co/zjFRMRzdaQ,1740517017340592361,https://pbs.twimg.com/media/GCeO1N9aQAAlSqX.png,,en,Exploration Space,0,1,0,https://twitter.com/CryptoJour/status/1740517017340592361,1298192851017142279,CryptoJour
1740517012898734292,Thu Dec 28 23:36:07 +0000 2023,2,Fear and Greed Index GREED 73 #bitcoin Price: $42 720 $BTC #Cryptos #cryptocurrency #BTCUSDT https://t.co/KQMHPh0NaP,1740517012898734292,https://pbs.twimg.com/media/GCeO-SvWsAAoc_P.jpg,,en,,0,2,0,https://twitter.com/Dr_Moonshow/status/1740517012898734292,1374812047700017156,Dr_Moonshow
1740516816005562712,Thu Dec 28 23:35:20 +0000 2023,4, CBBI: 61 #Bitcoin price: $42 720 Pi Cycle Top Indicator: 57% 〰️️ RUPL/NUPL Chart: 79% RHODL Ratio: 47% 〰️️ Puell Multiple: 100% 2 Year Moving Average: 88% Bitcoin Trolololo Trend Line: 35% MVRV Z-Score: 48% Reserve Risk: 38% Woobull: 56% 🆕 #crypto https://t.co/A7P8Rur4y5,1740516816005562712,https://pbs.twimg.com/media/GCeOznLXAAEpfPD.jpg,,en,,0,1,0,https://twitter.com/Dr_Moonshow/status/1740516816005562712,1374812047700017156,Dr_Moonshow
1740516783592014251,Thu Dec 28 23:35:13 +0000 2023,0,I know #Bitcoin Twitter loves to yap about USD price farces and the general #HODL proverbs. Where are we going? @balaji @saylor we got a state yet? @maxkeiser pumping #ElSalvador. Outside of #Florida and #Texas where are we going? I get decentralization but folks need options,1740516783592014251,,,en,Network State,0,1,0,https://twitter.com/NomadDotBTC/status/1740516783592014251,1584348625437659136,NomadDotBTC
